package_id,application_names,local_version_name,local_version_code,local_architectures,play_status,play_version,play_updated,play_developer,play_url,play_availability,apkpure_status,apkpure_version_name,apkpure_version_code,apkpure_release_date,apkpure_architectures,apkpure_url,latest_version_name,latest_version_code,latest_release_date,latest_architectures,latest_source,cross_check,classification,blocker,lookup_date
com.okin.bedding.customaticdemo,Independence,1.1.0,5,,available,1.1.0,2024-07-15,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.bedding.customaticdemo&hl=en&gl=us,{},available,1.1.0,5,2025-04-11,universal,https://apkpure.com/the-independence-bed/com.okin.bedding.customaticdemo,1.1.0,5,2025-04-11,universal,APKPure,matched,current,,2026-07-14
com.okin.bedding.customaticjeromes,Jerome's C,1.0.1,2,,available,1.0.1,2023-04-06,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.bedding.customaticjeromes&hl=en&gl=us,{},available,1.0.1,2,2024-04-07,universal,https://apkpure.com/jerome-s-clarity/com.okin.bedding.customaticjeromes,1.0.1,2,2024-04-07,universal,APKPure,matched,current,,2026-07-14
com.okin.bedding.customaticremedy,Rize Remedy,1.0.1,2,,available,1.0.1,2023-04-06,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.bedding.customaticremedy&hl=en&gl=us,{},available,1.0.1,2,2023-05-19,universal,https://apkpure.com/rize-remedy/com.okin.bedding.customaticremedy,1.0.1,2,2023-05-19,universal,APKPure,matched,current,,2026-07-14
com.okin.bedding.glory,Customatic Technologies Z-Series,1.0.4,5,,available,1.0.4,2023-04-09,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.bedding.glory&hl=en&gl=us,{},available,1.0.4,5,2024-01-05,universal,https://apkpure.com/customatic-z-series/com.okin.bedding.glory,1.0.4,5,2024-01-05,universal,APKPure,matched,current,,2026-07-14
com.okin.bedding.jobs,JobsAI智能助眠床,1.0.6,7,,available,1.0.6,2024-03-27,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.bedding.jobs&hl=en&gl=us,{},available,1.0.6,7,2025-04-11,universal,https://apkpure.com/jobs-%E8%B3%88%E4%BC%AF%E6%96%AF%E6%99%BA%E7%9C%A0%E5%BA%8A/com.okin.bedding.jobs,1.0.6,7,2025-04-11,universal,APKPure,matched,current,,2026-07-14
com.okin.bedding.luxe,Adjustable Comfort - Luxe,1.0.0,2,arm64-v8a,available,1.0.1,2026-04-21,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.bedding.luxe&hl=en&gl=us,{},available,1.0.0,2,2026-04-20,arm64-v8a,https://apkpure.com/adjustable-comfort-luxe/com.okin.bedding.luxe,1.0.1,,2026-04-21,,Google Play (APKPure mismatch),version_mismatch,unverifiable,Google Play reports 1.0.1; APKPure reports 1.0.0,2026-07-14
com.okin.bedding.nectarmotion,Nectar Move,1.0.1,2,,available,1.0.1,2023-04-06,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.bedding.nectarmotion&hl=en&gl=us,{},available,1.0.1,2,2024-05-17,universal,https://apkpure.com/nectar-move/com.okin.bedding.nectarmotion,1.0.1,2,2024-05-17,universal,APKPure,matched,current,,2026-07-14
com.okin.bedding.nerum,Nerum,1.0.3,4,arm64-v8a,region_restricted,,,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.bedding.nerum&hl=en&gl=us,"{""au"": ""not_in_region"", ""ca"": ""not_in_region"", ""de"": ""not_in_region"", ""gb"": ""not_in_region"", ""jp"": ""available"", ""no"": ""not_in_region"", ""us"": ""not_in_region""}",available,1.0.7,11,2026-05-15,arm64-v8a,https://apkpure.com/nerum/com.okin.bedding.nerum,1.0.7,11,2026-05-15,arm64-v8a,APKPure,apkpure_only,outdated,,2026-07-14
com.okin.bedding.rizeResident,Resident Adjustable Bed,1.0.1,2,,available,1.0.1,2023-03-23,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.bedding.rizeResident&hl=en&gl=us,{},available,1.0.1,2,2023-11-18,universal,https://apkpure.com/resident-adjustable-bed/com.okin.bedding.rizeResident,1.0.1,2,2023-11-18,universal,APKPure,matched,current,,2026-07-14
com.okin.bedding.rizeSanctuary,Jordan's Sanctuary - O,1.0.1,2,,available,1.0.1,2023-04-09,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.bedding.rizeSanctuary&hl=en&gl=us,{},available,1.0.1,2,2025-04-11,universal,https://apkpure.com/jordan-s-sanctuary-o/com.okin.bedding.rizeSanctuary,1.0.1,2,2025-04-11,universal,APKPure,matched,current,,2026-07-14
com.okin.bedding.rizeaviada,Rize Aviada - O,1.0.1,2,,available,1.0.1,2023-03-29,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.bedding.rizeaviada&hl=en&gl=us,{},available,1.0.1,2,2025-04-11,universal,https://apkpure.com/rize-aviada-o/com.okin.bedding.rizeaviada,1.0.1,2,2025-04-11,universal,APKPure,matched,current,,2026-07-14
com.okin.bedding.rizebob,POWER BOB ULTRA-O,1.0.1,2,,available,1.0.1,2023-04-06,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.bedding.rizebob&hl=en&gl=us,{},available,1.0.1,2,2023-04-09,universal,https://apkpure.com/power-bob-ultra-o/com.okin.bedding.rizebob,1.0.1,2,2023-04-09,universal,APKPure,matched,current,,2026-07-14
com.okin.bedding.rizecontempo,Rize Contemporary III - O,1.0.2,3,,available,1.0.2,2023-03-29,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.bedding.rizecontempo&hl=en&gl=us,{},available,1.0.2,3,2025-04-11,universal,https://apkpure.com/rize-contemporary-iii-o/com.okin.bedding.rizecontempo,1.0.2,3,2025-04-11,universal,APKPure,matched,current,,2026-07-14
com.okin.bedding.rizeii,Rize Remedy II,1.0.1,2,,available,1.0.1,2023-03-29,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.bedding.rizeii&hl=en&gl=us,{},available,1.0.1,2,2024-11-06,universal,https://apkpure.com/rize-remedy-ii/com.okin.bedding.rizeii,1.0.1,2,2024-11-06,universal,APKPure,matched,current,,2026-07-14
com.okin.bedding.rizeiicarefree,Carefree,1.0.1,2,,available,1.0.1,2023-04-06,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.bedding.rizeiicarefree&hl=en&gl=us,{},available,1.0.1,2,2024-04-07,universal,https://apkpure.com/jordan-s-carefree/com.okin.bedding.rizeiicarefree,1.0.1,2,2024-04-07,universal,APKPure,matched,current,,2026-07-14
com.okin.bedding.rizeiiclarity,Rize Clarity II - O,1.0.1,2,,available,1.0.1,2023-03-26,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.bedding.rizeiiclarity&hl=en&gl=us,{},available,1.0.1,2,2024-11-06,universal,https://apkpure.com/rize-clarity-ii-o/com.okin.bedding.rizeiiclarity,1.0.1,2,2024-11-06,universal,APKPure,matched,current,,2026-07-14
com.okin.bedding.rizemf900,MFirm 900 - O,1.1.2,4,,available,1.1.2,2023-09-28,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.bedding.rizemf900&hl=en&gl=us,{},available,1.1.2,4,2025-02-19,universal,https://apkpure.com/mattress-firm-900-o/com.okin.bedding.rizemf900,1.1.2,4,2025-02-19,universal,APKPure,matched,current,,2026-07-14
com.okin.bedding.sleepy,Sleepy's Elite,1.1.4,13,arm64-v8a,available,1.1.5,2026-04-21,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.bedding.sleepy&hl=en&gl=us,{},available,1.1.5,14,2026-05-27,arm64-v8a,https://apkpure.com/mfrm-sleepy-s-elite/com.okin.bedding.sleepy,1.1.5,14,2026-05-27,arm64-v8a,APKPure,matched,outdated,,2026-07-14
com.okin.bedding.smartbedwifi,SmartBed,2.2.0,22,,available,2.4.2,2026-07-03,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.bedding.smartbedwifi&hl=en&gl=us,{},available,2.4.2,28,2026-07-05,arm64-v8a; armeabi-v7a,https://apkpure.com/okin-smart-bed/com.okin.bedding.smartbedwifi,2.4.2,28,2026-07-05,arm64-v8a; armeabi-v7a,APKPure,matched,outdated,,2026-07-14
com.okin.bedding.support,Support 挺你 科技調整床,1.0.4,5,,available,1.0.4,2023-05-24,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.bedding.support&hl=en&gl=us,{},available,1.0.4,5,2026-06-18,universal,https://apkpure.com/support-%E6%8C%BA%E4%BD%A0-%E7%A7%91%E6%8A%80%E8%AA%BF%E6%95%B4%E5%BA%8A/com.okin.bedding.support,1.0.4,5,2026-06-18,universal,APKPure,matched,current,,2026-07-14
com.okin.bedding.tranquil,Jordan's Tranquil,1.0.2,3,,available,1.0.2,2023-05-08,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.bedding.tranquil&hl=en&gl=us,{},available,1.0.2,3,2024-04-07,universal,https://apkpure.com/jordan-s-tranquil/com.okin.bedding.tranquil,1.0.2,3,2024-04-07,universal,APKPure,matched,current,,2026-07-14
com.okin.bedding.ultra,Ultra,1.0.0,1,arm64-v8a; armeabi-v7a; x86_64,available,1.0.1,2026-04-21,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.bedding.ultra&hl=en&gl=us,{},available,1.0.1,3,2026-05-25,arm64-v8a; armeabi-v7a,https://apkpure.com/adjustable-comfort-ultra/com.okin.bedding.ultra,1.0.1,3,2026-05-25,arm64-v8a; armeabi-v7a,APKPure,matched,outdated,,2026-07-14
com.okin.doublesleep,OKIN SleepEase,1.1.0,56,arm64-v8a,available,1.2.24,2026-04-23,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.doublesleep&hl=en&gl=us,{},available,1.2.24,109,2026-05-18,arm64-v8a,https://apkpure.com/okin-sleepease/com.okin.doublesleep,1.2.24,109,2026-05-18,arm64-v8a,APKPure,matched,outdated,,2026-07-14
com.okin.enhancements,Comfort Enhancements,1.0.3,4,arm64-v8a; armeabi-v7a; x86; x86_64,available,1.0.3,2023-08-19,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.enhancements&hl=en&gl=us,{},available,1.0.3,4,2023-10-13,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/comfort-enhancements/com.okin.enhancements,1.0.3,4,2023-10-13,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,matched,current,,2026-07-14
com.okin.healeverynight,Heal Every Night,1.0,1,armeabi; armeabi-v7a; mips; x86,available,1.0,2017-09-21,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.healeverynight&hl=en&gl=us,{},available,1.0,1,2025-08-26,armeabi; armeabi-v7a; mips; x86,https://apkpure.com/heal-every-night/com.okin.healeverynight,1.0,1,2025-08-26,armeabi; armeabi-v7a; mips; x86,APKPure,matched,current,,2026-07-14
com.okin.ist,Symphony Sleep Sense,2.5.1,162,armeabi-v7a,available,2.8.0,2026-07-01,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.ist&hl=en&gl=us,{},available,2.8.0,194,2026-07-13,arm64-v8a; armeabi-v7a,https://apkpure.com/symphony-sleep-sense/com.okin.ist,2.8.0,194,2026-07-13,arm64-v8a; armeabi-v7a,APKPure,matched,outdated,,2026-07-14
com.okin.jalon.okimatandroid,OkimattMotion,1.1.1,3,,available,1.1.1,2024-09-20,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.jalon.okimatandroid&hl=en&gl=us,{},available,1.1.1,3,2025-04-11,universal,https://apkpure.com/okimattmotion/com.okin.jalon.okimatandroid,1.1.1,3,2025-04-11,universal,APKPure,matched,current,,2026-07-14
com.okin.mattresstool,BW配网助手,1.0.0,1,arm64-v8a,available,1.0.0,2022-01-13,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.mattresstool&hl=en&gl=us,{},available,1.0.0,1,2022-01-27,arm64-v8a; armeabi-v7a,https://apkpure.com/bw%E9%85%8D%E7%BD%91%E5%8A%A9%E6%89%8B/com.okin.mattresstool,1.0.0,1,2022-01-27,arm64-v8a; armeabi-v7a,APKPure,matched,current,,2026-07-14
com.okin.minamotobed.release,minamotobed,1.1.3,39,armeabi-v7a,available,1.1.4,2025-10-30,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.minamotobed.release&hl=en&gl=us,{},available,1.1.4,40,2026-03-14,arm64-v8a,https://apkpure.com/minamotobed/com.okin.minamotobed.release,1.1.4,40,2026-03-14,arm64-v8a,APKPure,matched,outdated,,2026-07-14
com.okin.minghua.R,OKIN-Seating,1.0.1,2,armeabi; armeabi-v7a; mips; x86,available,1.0.1,2018-05-25,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.minghua.R&hl=en&gl=us,{},available,1.0.1,2,2018-09-25,armeabi; armeabi-v7a; mips; x86,https://apkpure.com/okin-seating/com.okin.minghua.R,1.0.1,2,2018-09-25,armeabi; armeabi-v7a; mips; x86,APKPure,matched,current,,2026-07-14
com.okin.mline,M line,1.2.2,38,arm64-v8a,available,1.2.2,2025-03-14,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.mline&hl=en&gl=us,{},available,1.2.2,38,2025-04-11,arm64-v8a; armeabi-v7a,https://apkpure.com/mline/com.okin.mline,1.2.2,38,2025-04-11,arm64-v8a; armeabi-v7a,APKPure,matched,current,,2026-07-14
com.okin.motionbed,OKIN Motion Bed,1.0,2,,available,1.0,2017-06-15,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.motionbed&hl=en&gl=us,{},available,1.0,2,2018-08-05,universal,https://apkpure.com/okin-motion-bed/com.okin.motionbed,1.0,2,2018-08-05,universal,APKPure,matched,current,,2026-07-14
com.okin.office.smartoffice_ble,SmartOffice-Bluetooth,1.0.4,6,arm64-v8a,available,1.0.5,2026-01-06,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.office.smartoffice_ble&hl=en&gl=us,{},available,1.0.5,9,2026-02-15,arm64-v8a; armeabi-v7a,https://apkpure.com/smartoffice-bluetooth/com.okin.office.smartoffice_ble,1.0.5,9,2026-02-15,arm64-v8a; armeabi-v7a,APKPure,matched,outdated,,2026-07-14
com.okin.okinsmartcomfort,FurniMove,2.1.0,18,,available,2.2.0,2026-05-15,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.okinsmartcomfort&hl=en&gl=us,{},available,2.2.0,19,2026-05-22,universal,https://apkpure.com/furnimove/com.okin.okinsmartcomfort,2.2.0,19,2026-05-22,universal,APKPure,matched,outdated,,2026-07-14
com.okin.ore.cherish,Cherish,1.0.4,5,,available,1.0.4,2020-04-30,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.ore.cherish&hl=en&gl=us,{},available,1.0.4,5,2020-06-13,universal,https://apkpure.com/cherish-smart/com.okin.ore.cherish,1.0.4,5,2020-06-13,universal,APKPure,matched,current,,2026-07-14
com.okin.resident.release,resident,1.0.0,1,arm64-v8a,available,1.0.0,2023-08-23,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.resident.release&hl=en&gl=us,{},available,1.0.0,1,2025-02-02,arm64-v8a,https://apkpure.com/resident-adjustable-base/com.okin.resident.release,1.0.0,1,2025-02-02,arm64-v8a,APKPure,matched,current,,2026-07-14
com.okin.rize,Rize Home,1.1.1,11,arm64-v8a,available,1.1.2,2026-01-05,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.rize&hl=en&gl=us,{},available,1.1.2,12,2026-03-14,arm64-v8a,https://apkpure.com/rize-home-app/com.okin.rize,1.1.2,12,2026-03-14,arm64-v8a,APKPure,matched,outdated,,2026-07-14
com.okin.sealy,Sealy Posturematic,1.1.1,126,arm64-v8a; armeabi-v7a,available,1.1.3,2026-05-14,star_seeds,https://play.google.com/store/apps/details?id=com.okin.sealy&hl=en&gl=us,{},available,1.1.1,126,2026-04-05,arm64-v8a,https://apkpure.com/sealy-posturematic/com.okin.sealy,1.1.3,,2026-05-14,,Google Play (APKPure mismatch),version_mismatch,unverifiable,Google Play reports 1.1.3; APKPure reports 1.1.1,2026-07-14
com.okin.seating.smartcomfort,Smart Comfort Pro,1.0.5,7,,available,1.0.5,2023-03-29,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.seating.smartcomfort&hl=en&gl=us,{},available,1.0.5,7,2025-04-11,universal,https://apkpure.com/smartcomfortpro/com.okin.seating.smartcomfort,1.0.5,7,2025-04-11,universal,APKPure,matched,current,,2026-07-14
com.okin.seating.ss,SmartSofa,1.1.3,5,arm64-v8a,available,1.1.3,2023-04-18,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.seating.ss&hl=en&gl=us,{},available,1.1.3,5,2025-04-11,arm64-v8a; armeabi-v7a,https://apkpure.com/smartsofa-bluetooth/com.okin.seating.ss,1.1.3,5,2025-04-11,arm64-v8a; armeabi-v7a,APKPure,matched,current,,2026-07-14
com.okin.simmons,SIMMONS,1.12.9,99,arm64-v8a,available,1.12.9,2025-02-27,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.simmons&hl=en&gl=us,{},available,1.12.9,99,2025-03-06,arm64-v8a; armeabi-v7a,https://apkpure.com/simmons-simrest/com.okin.simmons,1.12.9,99,2025-03-06,arm64-v8a; armeabi-v7a,APKPure,matched,current,,2026-07-14
com.okin.simmonskorea,N32 Motion Bed,1.1.12,35,arm64-v8a,available,1.1.14,2026-02-06,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.simmonskorea&hl=en&gl=us,{},available,1.1.14,38,2026-02-23,arm64-v8a; armeabi-v7a,https://apkpure.com/n32-motion-bed/com.okin.simmonskorea,1.1.14,38,2026-02-23,arm64-v8a; armeabi-v7a,APKPure,matched,outdated,,2026-07-14
com.okin.simon,Simon,1.0.1,2,armeabi; armeabi-v7a; mips; x86,available,1.0.1,2018-01-15,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.simon&hl=en&gl=us,{},available,1.0.1,2,2018-09-26,armeabi; armeabi-v7a; mips; x86,https://apkpure.com/simon-li/com.okin.simon,1.0.1,2,2018-09-26,armeabi; armeabi-v7a; mips; x86,APKPure,matched,current,,2026-07-14
com.okin.sleepMonitor.onlySnore,OKIN Snore Monitor,2.3.8,202,arm64-v8a,available,2.3.8,2025-05-26,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.sleepMonitor.onlySnore&hl=en&gl=us,{},available,2.3.8,202,2025-09-23,arm64-v8a; armeabi-v7a,https://apkpure.com/snore-monitor/com.okin.sleepMonitor.onlySnore,2.3.8,202,2025-09-23,arm64-v8a; armeabi-v7a,APKPure,matched,current,,2026-07-14
com.okin.sleeptime,Sleeptime,1.0.0,1,arm64-v8a,available,1.0.1,2026-01-05,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.sleeptime&hl=en&gl=us,{},available,1.0.1,2,2026-05-26,arm64-v8a; armeabi-v7a,https://apkpure.com/sleeptime-australia/com.okin.sleeptime,1.0.1,2,2026-05-26,arm64-v8a; armeabi-v7a,APKPure,matched,outdated,,2026-07-14
com.okin.topsky,TOPSKY TV MOUNT,1.1.5,32,armeabi-v7a,available,1.2.6,2026-05-14,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.topsky&hl=en&gl=us,{},available,1.2.6,33,2026-07-13,armeabi-v7a,https://apkpure.com/topsky-tv-mount/com.okin.topsky,1.2.6,33,2026-07-13,armeabi-v7a,APKPure,matched,outdated,,2026-07-14
com.okin.ultramaticSmartBed,Ultramatic Smart Bed,1.1.1,4,arm64-v8a,available,1.1.2,2026-01-05,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.okin.ultramaticSmartBed&hl=en&gl=us,{},available,1.1.2,5,2026-06-13,arm64-v8a; armeabi-v7a,https://apkpure.com/ultramatic-smart-bed/com.okin.ultramaticSmartBed,1.1.2,5,2026-06-13,arm64-v8a; armeabi-v7a,APKPure,matched,outdated,,2026-07-14
com.ore.AvantiBases,AvantiBases,1.0.5,7,,available,1.0.5,2024-03-19,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.ore.AvantiBases&hl=en&gl=us,{},available,1.0.5,7,2025-04-11,universal,https://apkpure.com/avanti-bases/com.ore.AvantiBases,1.0.5,7,2025-04-11,universal,APKPure,matched,current,,2026-07-14
com.ore.Dynasty,Dynasty Bases,1.0.2,3,arm64-v8a,available,1.0.2,2023-10-15,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.ore.Dynasty&hl=en&gl=us,{},available,1.0.2,3,2024-08-08,arm64-v8a; armeabi-v7a,https://apkpure.com/dynasty-bases/com.ore.Dynasty,1.0.2,3,2024-08-08,arm64-v8a; armeabi-v7a,APKPure,matched,current,,2026-07-14
com.ore.LevaSleep,LEVA,1.0.2,3,arm64-v8a,available,1.0.2,2023-10-14,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.ore.LevaSleep&hl=en&gl=us,{},available,1.0.2,3,2025-01-22,arm64-v8a; armeabi-v7a; x86,https://apkpure.com/leva-sleep/com.ore.LevaSleep,1.0.2,3,2025-01-22,arm64-v8a; armeabi-v7a; x86,APKPure,matched,current,,2026-07-14
com.ore.americanstar,AMERICANSTAR,1.0,1,armeabi; armeabi-v7a; mips; x86,available,1.0,2018-02-05,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.ore.americanstar&hl=en&gl=us,{},available,1.0,1,2018-09-25,armeabi; armeabi-v7a; mips; x86,https://apkpure.com/americanstar-usa/com.ore.americanstar,1.0,1,2018-09-25,armeabi; armeabi-v7a; mips; x86,APKPure,matched,current,,2026-07-14
com.ore.bedding.glideawaymontion,Glideaway Montion For Bluetooth,1.0.3,11,,available,1.0.3,2025-04-21,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.ore.bedding.glideawaymontion&hl=en&gl=us,{},available,1.0.3,11,2026-01-20,universal,https://apkpure.com/glideaway-motion-for-bluetooth/com.ore.bedding.glideawaymontion,1.0.3,11,2026-01-20,universal,APKPure,matched,current,,2026-07-14
com.ore.bedding.movita2,모비타 AI-1000,1.0.6,6,arm64-v8a,not_in_region,,,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.ore.bedding.movita2&hl=en&gl=us,"{""au"": ""not_in_region"", ""ca"": ""not_in_region"", ""de"": ""not_in_region"", ""gb"": ""not_in_region"", ""jp"": ""not_in_region"", ""no"": ""not_in_region"", ""us"": ""not_in_region""}",available,1.1.0,8,2026-03-14,arm64-v8a; armeabi-v7a,https://apkpure.com/%EB%AA%A8%EB%B9%84%ED%83%80ai-1000/com.ore.bedding.movita2,1.1.0,8,2026-03-14,arm64-v8a; armeabi-v7a,APKPure,apkpure_only,outdated,,2026-07-14
com.ore.bedding.symphony,Symphony Sleep,1.1.0,14,,available,1.1.0,2024-02-27,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.ore.bedding.symphony&hl=en&gl=us,{},available,1.1.0,14,2025-04-11,universal,https://apkpure.com/symphony-sleep/com.ore.bedding.symphony,1.1.0,14,2025-04-11,universal,APKPure,matched,current,,2026-07-14
com.ore.betterliving2,BetterLiving,1.2.5,12,,available,1.3.0,2026-04-23,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.ore.betterliving2&hl=en&gl=us,{},available,1.3.0,16,2026-05-22,universal,https://apkpure.com/betterliving-1/com.ore.betterliving2,1.3.0,16,2026-05-22,universal,APKPure,matched,outdated,,2026-07-14
com.ore.comfortfurniture,ComfortFurniture,2.3,10,arm64-v8a; armeabi; armeabi-v7a; mips; x86; x86_64,available,2.3,2020-12-15,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.ore.comfortfurniture&hl=en&gl=us,{},available,2.3,10,2021-03-11,arm64-v8a; armeabi; armeabi-v7a; mips; x86; x86_64,https://apkpure.com/comfortfurniture/com.ore.comfortfurniture,2.3,10,2021-03-11,arm64-v8a; armeabi; armeabi-v7a; mips; x86; x86_64,APKPure,matched,current,,2026-07-14
