package_id,application_names,local_version_name,local_version_code,local_architectures,play_status,play_version,play_updated,play_developer,play_url,play_availability,apkpure_status,apkpure_version_name,apkpure_version_code,apkpure_release_date,apkpure_architectures,apkpure_url,latest_version_name,latest_version_code,latest_release_date,latest_architectures,latest_source,cross_check,classification,blocker,lookup_date
com.richmat.milemont,Milemont,1.0.4,5,,available,1.0.4,2024-07-19,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.milemont&hl=en&gl=us,{},available,1.0.4,5,2025-10-05,universal,https://apkpure.com/milemont-bed-control/com.richmat.milemont,1.0.4,5,2025-10-05,universal,APKPure,matched,current,,2026-07-14
com.richmat.mily,眯狸0压床,1.0.3,4,arm64-v8a; armeabi-v7a; x86; x86_64,available,1.0.3,2023-07-11,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.mily&hl=en&gl=us,{},available,1.0.3,4,2026-05-14,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/%E7%9C%AF%E7%8B%B80%E5%8E%8B%E5%BA%8A/com.richmat.mily,1.0.3,4,2026-05-14,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,matched,current,,2026-07-14
com.richmat.mlily0,梦百合0压智能床,3.1.1,31100,arm64-v8a,available,3.1.1,2025-09-17,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.mlily0&hl=en&gl=us,{},available,3.1.1,31100,2025-10-10,arm64-v8a; armeabi-v7a,https://apkpure.com/%E6%A2%A6%E7%99%BE%E5%90%880%E5%8E%8B%E6%99%BA%E8%83%BD%E5%BA%8A/com.richmat.mlily0,3.1.1,31100,2025-10-10,arm64-v8a; armeabi-v7a,APKPure,matched,current,,2026-07-14
com.richmat.mlily2,MLILY Control,1.0.19,20,,available,5.0.2,2025-12-25,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.mlily2&hl=en&gl=us,{},available,1.0.19,20,2025-10-28,universal,https://apkpure.com/mlily-control/com.richmat.mlily2,5.0.2,,2025-12-25,,Google Play (APKPure mismatch),version_mismatch,unverifiable,Google Play reports 5.0.2; APKPure reports 1.0.19,2026-07-14
com.richmat.mlily_supreme,Mlily Supreme,1.3.1,5,arm64-v8a; armeabi-v7a; x86; x86_64,available,1.3.1,2023-07-24,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.mlily_supreme&hl=en&gl=us,{},available,1.3.1,5,2024-03-04,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/mlily-supreme/com.richmat.mlily_supreme,1.3.1,5,2024-03-04,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,matched,current,,2026-07-14
com.richmat.mlilyremote,MLILY Remote,1.0.1,10103,arm64-v8a,available,1.0.1,2025-09-29,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.mlilyremote&hl=en&gl=us,{},removed,,,,,,1.0.1,,2025-09-29,,Google Play,google_play_only,current,APKPure has no current listing,2026-07-14
com.richmat.muuegm,MUUEGM,1.0.2,10200,armeabi-v7a,available,1.0.2,2025-09-03,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.muuegm&hl=en&gl=us,{},removed,,,,,,1.0.2,,2025-09-03,,Google Play,google_play_only,current,APKPure has no current listing,2026-07-14
com.richmat.myside,My Side,1.0.5,10500,arm64-v8a,available,1.0.5,2025-12-24,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.myside&hl=en&gl=us,{},removed,,,,,,1.0.5,,2025-12-24,,Google Play,google_play_only,current,APKPure has no current listing,2026-07-14
com.richmat.nisco,Nisco,1.1.1,3,arm64-v8a; armeabi-v7a; x86; x86_64,not_found,,,,,"{""au"": ""not_found"", ""ca"": ""not_found"", ""de"": ""not_found"", ""gb"": ""not_found"", ""jp"": ""not_found"", ""no"": ""not_found"", ""us"": ""not_found""}",available,1.1.1,3,2024-03-17,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/nisco/com.richmat.nisco,1.1.1,3,2024-03-17,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,apkpure_only,current,,2026-07-14
com.richmat.nu503,SleepEvolution,3.5.5,13,,not_found,,,,,"{""au"": ""not_found"", ""ca"": ""not_found"", ""de"": ""not_found"", ""gb"": ""not_found"", ""jp"": ""not_found"", ""no"": ""not_found"", ""us"": ""not_found""}",available,3.5.5,13,2019-10-20,universal,https://apkpure.com/sleepevolution/com.richmat.nu503,3.5.5,13,2019-10-20,universal,APKPure,apkpure_only,current,,2026-07-14
com.richmat.okimiki,okimiki,1.0.0,10002,arm64-v8a,available,1.0.1,2025-11-12,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.okimiki&hl=en&gl=us,{},removed,,,,,,1.0.1,,2025-11-12,,Google Play,google_play_only,unverifiable,"Google Play version differs, but Play does not expose versionCode",2026-07-14
com.richmat.powercool,Power Cool Sleep System,1.0.8,9,,available,1.0.8,2023-09-28,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.powercool&hl=en&gl=us,{},available,1.0.8,9,2023-10-06,universal,https://apkpure.com/power-cool-sleep-system/com.richmat.powercool,1.0.8,9,2023-10-06,universal,APKPure,matched,current,,2026-07-14
com.richmat.purely_sleep,Purely Sleep,1.1.5,7,arm64-v8a,available,2.0.1,2026-07-14,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.purely_sleep&hl=en&gl=us,{},available,1.1.5,7,2024-12-24,arm64-v8a,https://apkpure.com/purely-sleep/com.richmat.purely_sleep,2.0.1,,2026-07-14,,Google Play (APKPure mismatch),version_mismatch,unverifiable,Google Play reports 2.0.1; APKPure reports 1.1.5,2026-07-14
com.richmat.remedy,Home Zone Adjustable,1.0.1,2,arm64-v8a; armeabi-v7a; x86; x86_64,available,1.0.3,2023-07-10,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.remedy&hl=en&gl=us,{},available,1.0.1,2,2021-03-05,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/home-zone-adjustable/com.richmat.remedy,1.0.3,,2023-07-10,,Google Play (APKPure mismatch),version_mismatch,unverifiable,Google Play reports 1.0.3; APKPure reports 1.0.1,2026-07-14
com.richmat.revive3,Revive Control,1.0.26,27,arm64-v8a; armeabi-v7a; x86; x86_64,available,1.0.26,2024-02-21,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.revive3&hl=en&gl=us,{},available,1.0.26,27,2024-04-28,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/revive-control/com.richmat.revive3,1.0.26,27,2024-04-28,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,matched,current,,2026-07-14
com.richmat.richmat,Richmat,4.0.2,40204,arm64-v8a,available,4.2.0,2026-03-14,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.richmat&hl=en&gl=us,{},available,4.2.0,42006,2026-05-18,armeabi-v7a,https://apkpure.com/richmat/com.richmat.richmat,4.2.0,42006,2026-05-18,armeabi-v7a,APKPure,matched,outdated,,2026-07-14
com.richmat.rmcontrol2,RMControl,21.3.2,213203,arm64-v8a,available,21.3.7,2026-05-23,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.rmcontrol2&hl=en&gl=us,{},available,21.3.7,213700,2026-07-05,arm64-v8a; armeabi-v7a,https://apkpure.com/rmcontrol/com.richmat.rmcontrol2,21.3.7,213700,2026-07-05,arm64-v8a; armeabi-v7a,APKPure,matched,outdated,,2026-07-14
com.richmat.ronco_motion,RONCO MOTION,1.2,3,arm64-v8a; armeabi; armeabi-v7a; mips; mips64; x86; x86_64,available,1.2,2024-05-22,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.ronco_motion&hl=en&gl=us,{},available,1.2,3,2026-02-17,arm64-v8a; armeabi; armeabi-v7a; mips; mips64; x86; x86_64,https://apkpure.com/ronco-motion/com.richmat.ronco_motion,1.2,3,2026-02-17,arm64-v8a; armeabi; armeabi-v7a; mips; mips64; x86; x86_64,APKPure,matched,current,,2026-07-14
com.richmat.silksnow,S&S Base,1.0.3,10301,arm64-v8a,available,1.0.3,2025-08-07,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.silksnow&hl=en&gl=us,{},available,1.0.3,10301,2025-10-11,arm64-v8a; armeabi-v7a,https://apkpure.com/s-s-base/com.richmat.silksnow,1.0.3,10301,2025-10-11,arm64-v8a; armeabi-v7a,APKPure,matched,current,,2026-07-14
com.richmat.silver,W.Silver Products,3.3.7,9,,not_found,,,,,"{""au"": ""not_found"", ""ca"": ""not_found"", ""de"": ""not_found"", ""gb"": ""not_found"", ""jp"": ""not_found"", ""no"": ""not_found"", ""us"": ""not_found""}",available,3.3.7,9,2022-10-11,universal,https://apkpure.com/w-silver-products/com.richmat.silver,3.3.7,9,2022-10-11,universal,APKPure,apkpure_only,current,,2026-07-14
com.richmat.sleepfunction,SleepFunction Bed Control,1.3.0,23,arm64-v8a; armeabi-v7a; x86; x86_64,available,1.3.0,2023-07-10,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.sleepfunction&hl=en&gl=us,{},available,1.3.0,23,,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/sleepfunction-bed-control/com.richmat.sleepfunction,1.3.0,23,,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,matched,current,,2026-07-14
com.richmat.sonicsleep,소닉슬립,1.0.4,10400,arm64-v8a,available,1.0.4,2025-08-22,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.sonicsleep&hl=en&gl=us,{},available,1.0.4,10400,2026-06-03,arm64-v8a,https://apkpure.com/%EC%86%8C%EB%8B%89%EC%8A%AC%EB%A6%BD/com.richmat.sonicsleep,1.0.4,10400,2026-06-03,arm64-v8a,APKPure,matched,current,,2026-07-14
com.richmat.sta2,STA Homecare,1.0.5,6,arm64-v8a; armeabi-v7a; x86; x86_64,not_found,,,,,"{""au"": ""not_found"", ""ca"": ""not_found"", ""de"": ""not_found"", ""gb"": ""not_found"", ""jp"": ""not_found"", ""no"": ""not_found"", ""us"": ""not_found""}",available,1.0.5,6,2021-02-28,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/%E6%99%BA%E8%83%BD%E7%85%A7%E6%8A%A4/com.richmat.sta2,1.0.5,6,2021-02-28,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,apkpure_only,current,,2026-07-14
com.richmat.superior,Superior,1.0.9,10,,available,1.0.9,2024-11-22,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.superior&hl=en&gl=us,{},available,1.0.9,10,2026-06-10,universal,https://apkpure.com/superior-lifestyle/com.richmat.superior,1.0.9,10,2026-06-10,universal,APKPure,matched,current,,2026-07-14
com.richmat.svenson,SVEN & SON,2.0.1,32,arm64-v8a; armeabi-v7a; x86; x86_64,available,2.0.1,2023-08-19,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.svenson&hl=en&gl=us,{},available,2.0.1,32,2023-09-22,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/sven-son/com.richmat.svenson,2.0.1,32,2023-09-22,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,matched,current,,2026-07-14
com.richmat.thrivesleep,Thrive Sleep,1.0.1,10100,armeabi-v7a,available,1.0.9,2026-06-18,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.thrivesleep&hl=en&gl=us,{},available,1.0.1,10100,2026-04-14,armeabi-v7a,https://apkpure.com/thrive-sleep/com.richmat.thrivesleep,1.0.9,,2026-06-18,,Google Play (APKPure mismatch),version_mismatch,unverifiable,Google Play reports 1.0.9; APKPure reports 1.0.1,2026-07-14
com.richmat.tx,TX,1.0.0,1,arm64-v8a,available,1.0.0,2024-10-20,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.tx&hl=en&gl=us,{},removed,,,,,,1.0.0,,2024-10-20,,Google Play,google_play_only,current,APKPure has no current listing,2026-07-14
com.richmat.wsilver2,W.Silver Products,1.1.19,40,arm64-v8a,available,1.1.19,2024-12-07,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.wsilver2&hl=en&gl=us,{},available,1.1.19,40,,arm64-v8a; armeabi-v7a,https://apkpure.com/w-silver-products/com.richmat.wsilver2,1.1.19,40,,arm64-v8a; armeabi-v7a,APKPure,matched,current,,2026-07-14
com.richmat.zerogravity,Zero Gravity,1.0.3,4,arm64-v8a; armeabi-v7a; x86; x86_64,not_found,,,,,"{""au"": ""not_found"", ""ca"": ""not_found"", ""de"": ""not_found"", ""gb"": ""not_found"", ""jp"": ""not_found"", ""no"": ""not_found"", ""us"": ""not_found""}",available,1.0.3,4,2021-09-27,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/zero-gravity/com.richmat.zerogravity,1.0.3,4,2021-09-27,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,apkpure_only,current,,2026-07-14
com.sbi.costco,Q-Plus Adjustable Remote,1.8,13,,available,1.8,2024-06-25,South Bay International,https://play.google.com/store/apps/details?id=com.sbi.costco&hl=en&gl=us,{},available,1.8,13,2024-08-04,universal,https://apkpure.com/q-plus-adjustable-remote/com.sbi.costco,1.8,13,2024-08-04,universal,APKPure,matched,current,,2026-07-14
com.sbi.laylawf,Layla Adjustable Base Remote,1.1.2,13,arm64-v8a; armeabi; armeabi-v7a; x86; x86_64,available,1.1.5,2025-11-19,Layla Sleep,https://play.google.com/store/apps/details?id=com.sbi.laylawf&hl=en&gl=us,{},available,1.1.2,13,2024-07-18,arm64-v8a; armeabi; armeabi-v7a; x86; x86_64,https://apkpure.com/layla-adjustable-base-remote/com.sbi.laylawf,1.1.5,,2025-11-19,,Google Play (APKPure mismatch),version_mismatch,unverifiable,Google Play reports 1.1.5; APKPure reports 1.1.2,2026-07-14
com.selectcomfort.SleepIQ,Sleep Number,5.3.32,1770980846,arm64-v8a; armeabi-v7a; x86; x86_64,available,5.4,2026-04-07,Sleep Number Corporation,https://play.google.com/store/apps/details?id=com.selectcomfort.SleepIQ&hl=en&gl=us,{},removed,,,,,,5.4,,2026-04-07,,Google Play,google_play_only,unverifiable,"Google Play version differs, but Play does not expose versionCode",2026-07-14
com.sfd.Omazz,Omazz Adjusto III,1.0.3,11,arm64-v8a; armeabi; armeabi-v7a; x86; x86_64,available,1.0.5,2024-03-15,Ergomotion,https://play.google.com/store/apps/details?id=com.sfd.Omazz&hl=en&gl=us,{},available,1.0.3,11,2022-04-21,arm64-v8a; armeabi; armeabi-v7a; x86; x86_64,https://apkpure.com/omazz-adjusto-iii/com.sfd.Omazz,1.0.5,,2024-03-15,,Google Play (APKPure mismatch),version_mismatch,unverifiable,Google Play reports 1.0.5; APKPure reports 1.0.3,2026-07-14
com.sfd.ergomotion,Ergomotion,1.6.4,29,arm64-v8a; armeabi-v7a; x86; x86_64,available,1.6.4,2025-10-08,Ergomotion,https://play.google.com/store/apps/details?id=com.sfd.ergomotion&hl=en&gl=us,{},available,1.6.4,29,2025-11-30,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/ergomotion/com.sfd.ergomotion,1.6.4,29,2025-11-30,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,matched,current,,2026-07-14
com.sfd.hump,Ergomotion 4.0,3.3,59,arm64-v8a; armeabi-v7a; x86; x86_64,available,3.3,2025-10-24,Ergomotion,https://play.google.com/store/apps/details?id=com.sfd.hump&hl=en&gl=us,{},available,3.3,59,2025-12-04,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/ergomotion-4-0/com.sfd.hump,3.3,59,2025-12-04,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,matched,current,,2026-07-14
com.sfd.kingkoilbed,King Koil Bed,1.0,1,arm64-v8a,available,1.0,2025-04-16,Ergomotion,https://play.google.com/store/apps/details?id=com.sfd.kingkoilbed&hl=en&gl=us,{},available,1.0,1,2025-04-17,arm64-v8a,https://apkpure.com/king-koil-bed/com.sfd.kingkoilbed,1.0,1,2025-04-17,arm64-v8a,APKPure,matched,current,,2026-07-14
com.sfd.mm,Member's Mark Base Remote,1.0.9,21,arm64-v8a; armeabi; armeabi-v7a; x86; x86_64,available,1.0.9,2024-03-20,South Bay International,https://play.google.com/store/apps/details?id=com.sfd.mm&hl=en&gl=us,{},available,1.0.9,21,2024-03-26,arm64-v8a; armeabi; armeabi-v7a; x86; x86_64,https://apkpure.com/member-s-mark-base-remote/com.sfd.mm,1.0.9,21,2024-03-26,arm64-v8a; armeabi; armeabi-v7a; x86; x86_64,APKPure,matched,current,,2026-07-14
com.sfd.rondure_hump,1500 Tilt Base Remote,1.1.3,29,arm64-v8a; armeabi-v7a; x86; x86_64,available,1.2.0,2026-03-23,South Bay International,https://play.google.com/store/apps/details?id=com.sfd.rondure_hump&hl=en&gl=us,{},available,1.2.0,30,2026-04-17,arm64-v8a; armeabi-v7a,https://apkpure.com/1500-tilt-base-remote/com.sfd.rondure_hump,1.2.0,30,2026-04-17,arm64-v8a; armeabi-v7a,APKPure,matched,outdated,,2026-07-14
com.sfd.row,Tempur Zero G Bed Base,1.9,11,arm64-v8a; armeabi-v7a; x86; x86_64,available,1.9,2024-08-23,Ergomotion,https://play.google.com/store/apps/details?id=com.sfd.row&hl=en&gl=us,{},available,1.9,11,2025-09-26,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/tempur-zero-g-bed-base/com.sfd.row,1.9,11,2025-09-26,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,matched,current,,2026-07-14
com.shuta.smart_home,SUTA,3.15.0,75,,available,3.20.0,2026-04-13,"Suta (Xiamen) Smart Technology Co., Ltd",https://play.google.com/store/apps/details?id=com.shuta.smart_home&hl=en&gl=us,{},available,3.20.0,80,2026-06-22,universal,https://apkpure.com/shu-ta-zhi-neng/com.shuta.smart_home,3.20.0,80,2026-06-22,universal,APKPure,matched,outdated,,2026-07-14
com.sn.blackdianqi,Motion Bed,1.24,34,,available,1.24,2025-10-30,"ZHEJIANG TRI MIX TECHNOLOGY CO.,LTD.",https://play.google.com/store/apps/details?id=com.sn.blackdianqi&hl=en&gl=us,{},available,1.24,34,2025-10-31,universal,https://apkpure.com/motion-bed/com.sn.blackdianqi,1.24,34,2025-10-31,universal,APKPure,matched,current,,2026-07-14
com.sn.woosa,Woosa Sleep,1.1.6,10,,available,1.1.9,2026-03-23,"ZHEJIANG TRI MIX TECHNOLOGY CO.,LTD.",https://play.google.com/store/apps/details?id=com.sn.woosa&hl=en&gl=us,{},unavailable,,,2023-03-08,,https://apkpure.com/woosa-sleep/com.sn.woosa,1.1.9,,2026-03-23,,Google Play,google_play_only,unverifiable,"Google Play version differs, but Play does not expose versionCode",2026-07-14
com.starcode.adjustablem1x12,AdjustableM1X12,1.1.3,6,arm64-v8a,available,1.1.3,2025-09-30,star_seeds,https://play.google.com/store/apps/details?id=com.starcode.adjustablem1x12&hl=en&gl=us,{},removed,,,,,,1.1.3,,2025-09-30,,Google Play,google_play_only,current,APKPure has no current listing,2026-07-14
com.svane.svaneremote,Svane Remote,Version 1.8,8,,not_found,,,,,"{""au"": ""not_found"", ""ca"": ""not_found"", ""de"": ""not_found"", ""gb"": ""not_found"", ""jp"": ""not_found"", ""no"": ""not_found"", ""us"": ""not_found""}",available,Version 1.8,8,2019-10-20,universal,https://apkpure.com/svane-%C2%AE-remote/com.svane.svaneremote,Version 1.8,8,2019-10-20,universal,APKPure,apkpure_only,current,,2026-07-14
com.synargy.okin,Smart Comfort by SYNARGY,1.0.9,11,,region_restricted,,,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.synargy.okin&hl=en&gl=us,"{""au"": ""available"", ""ca"": ""not_in_region"", ""de"": ""not_in_region"", ""gb"": ""not_in_region"", ""jp"": ""not_in_region"", ""no"": ""not_in_region"", ""us"": ""not_in_region""}",available,1.1.0,12,2026-03-14,universal,https://apkpure.com/smart-comfort-by-synargy/com.synargy.okin,1.1.0,12,2026-03-14,universal,APKPure,apkpure_only,outdated,,2026-07-14
com.synergy.okin,Smart Comfort by Synergy,2.2.0,16,,available,2.2.0,2023-03-31,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.synergy.okin&hl=en&gl=us,{},available,2.2.0,16,2023-07-15,universal,https://apkpure.com/smart-comfort-by-synergy/com.synergy.okin,2.2.0,16,2023-07-15,universal,APKPure,matched,current,,2026-07-14
com.timotion.ahf,AHF Remote,1.0.4,7,arm64-v8a,available,1.0.4,2025-08-12,TiMOTION,https://play.google.com/store/apps/details?id=com.timotion.ahf&hl=en&gl=us,{},available,1.0.4,7,2026-05-10,arm64-v8a; armeabi-v7a,https://apkpure.com/ahf-remote/com.timotion.ahf,1.0.4,7,2026-05-10,arm64-v8a; armeabi-v7a,APKPure,matched,current,,2026-07-14
com.timotion.smartmove,Smart Move+,0.1.8,7,,available,0.1.8,2025-08-08,TiMOTION,https://play.google.com/store/apps/details?id=com.timotion.smartmove&hl=en&gl=us,{},available,0.1.8,7,2025-10-10,universal,https://apkpure.com/smart-move/com.timotion.smartmove,0.1.8,7,2025-10-10,universal,APKPure,matched,current,,2026-07-14
com.vibradorm.vmatbasic,VRA,2.4.3,14,,available,2.4.3,2017-03-14,Vibradorm GmbH,https://play.google.com/store/apps/details?id=com.vibradorm.vmatbasic&hl=en&gl=us,{},available,2.4.3,14,2017-03-27,universal,https://apkpure.com/vibradorm-remote-for-beds/com.vibradorm.vmatbasic,2.4.3,14,2017-03-27,universal,APKPure,matched,current,,2026-07-14
de.octoactuators.octosmartcontrolapp,OCTO Smart Control,1.03.01,10301,,available,1.03.01,2026-05-11,Octo Actuators,https://play.google.com/store/apps/details?id=de.octoactuators.octosmartcontrolapp&hl=en&gl=us,{},available,1.03.01,10301,2026-06-16,universal,https://apkpure.com/octo-smart-control/de.octoactuators.octosmartcontrolapp,1.03.01,10301,2026-06-16,universal,APKPure,matched,current,,2026-07-14
de.vibradorm.diamant,Caresse Remote,0.3,3,,region_restricted,,,Vibradorm GmbH,https://play.google.com/store/apps/details?id=de.vibradorm.diamant&hl=en&gl=us,"{""au"": ""not_in_region"", ""ca"": ""not_in_region"", ""de"": ""available"", ""gb"": ""not_in_region"", ""jp"": ""not_in_region"", ""no"": ""not_in_region"", ""us"": ""not_in_region""}",available,0.3,3,2022-06-25,universal,https://apkpure.com/caresse-remote/de.vibradorm.diamant,0.3,3,2022-06-25,universal,APKPure,apkpure_only,current,,2026-07-14
de.vibradorm.vmat,Vib Control,1.11,49,,available,1.11,2023-09-05,Vibradorm GmbH,https://play.google.com/store/apps/details?id=de.vibradorm.vmat&hl=en&gl=us,{},available,1.11,49,2023-09-07,universal,https://apkpure.com/vibradorm-remote/de.vibradorm.vmat,1.11,49,2023-09-07,universal,APKPure,matched,current,,2026-07-14
de.vibradorm.werkmeister,Werkmeister Unterfederung,0.2,2,,region_restricted,,,Vibradorm GmbH,https://play.google.com/store/apps/details?id=de.vibradorm.werkmeister&hl=en&gl=us,"{""au"": ""not_in_region"", ""ca"": ""not_in_region"", ""de"": ""available"", ""gb"": ""not_in_region"", ""jp"": ""not_in_region"", ""no"": ""not_in_region"", ""us"": ""not_in_region""}",available,0.2,2,2022-07-08,universal,https://apkpure.com/werkmeister-unterfederung/de.vibradorm.werkmeister,0.2,2,2022-07-08,universal,APKPure,apkpure_only,current,,2026-07-14
net.logicdata.mobile.sfapp,SILVERmotion,1.0.0,2,armeabi-v7a,not_found,,,,,"{""au"": ""not_found"", ""ca"": ""not_found"", ""de"": ""not_found"", ""gb"": ""not_found"", ""jp"": ""not_found"", ""no"": ""not_found"", ""us"": ""not_found""}",available,1.0.0,2,2023-04-18,armeabi-v7a,https://apkpure.com/silvermotion/net.logicdata.mobile.sfapp,1.0.0,2,2023-04-18,armeabi-v7a,APKPure,apkpure_only,current,,2026-07-14
