RemoteID;Description;Branch;Number_of_motors;M1_up;M1_down;M2_up;M2_down;M3_up;M3_down;M4_up;M4_down;M5_up;M5_down;Reset_up;Reset_down;Memory 1;Memory 2;Memory 3;Memory 4;Memoposition_save;Synch;Socket;UBL;Child_lock;Flashlight;Massage_program1;Massage_program2;Massage_program3;Massage_out;Show_massage_statistics;Zero Gravity;TV;Quiet Sleep;Flat;Tilt;Widget
80683;SET REMOTE CONTROL 2,4GHz ECO 2MOTORIG SENDER ...;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;n
80685;SET REMOTE CONTROL 2,4GHz ECO 2MOTORIG SENDER ...;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;n
80714;SET REMOTE CONTROL 2,4GHz ECO 2MOTORIG;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;n
80716;REMOTE CONTROL 2,4GHz ECO 2MOTORIG;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;n
80903;RF-TOUCH/BK/BK/14/2009;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;y;y;n;n;y;y;n;y;y;y;n;n;n;n;n;n;n;n;y;n;n
81183;RF-TOUCH/BRW/BK/8/1952/L;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;y;n;y;n;n;n;n;n;n;n;n;y;n;n
81185;RF-TOUCH/BRW/BK/16/1867/L;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;y;y;y;y;y;y;y;y;y;y;n;n;n;n;n;n;n;n;y;n;n
81186;RF-TOUCH/BRW/BK/8/1954/L;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;y;n;y;n;n;n;n;n;n;n;n;y;n;n
81187;RF-TOUCH/BRW/BK/18/1870/L;bedding;3;y;y;y;y;y;y;n;n;n;n;y;y;y;y;y;y;y;y;y;y;y;y;n;n;n;n;n;n;n;n;y;n;n
81191;RF-TOUCH/BRW/BK/20/1868/L;bedding;4;y;y;y;y;y;y;y;y;n;n;y;y;y;y;y;y;y;y;y;y;y;y;n;n;n;n;n;n;n;n;y;n;n
81192;RF-TOUCH/BRW/BK/18/1894/L;bedding;3;y;y;y;y;y;y;n;n;n;n;y;y;y;y;y;y;y;y;y;y;y;y;n;n;n;n;n;n;n;n;y;n;n
81193;RF-TOUCH/BRW/BK/18/1869/L;bedding;3;n;n;y;y;y;y;y;y;n;n;y;y;y;y;y;y;y;y;y;y;y;y;n;n;n;n;n;n;n;n;y;n;n
81194;RF-TOUCH/BRW/BK/8/1953/L;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;y;n;y;n;n;n;n;n;n;n;n;y;n;n
81196;RF-TOUCH/BRW/BK/16/1889/L;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;y;y;y;y;y;y;y;y;y;y;n;n;n;n;n;n;n;n;y;n;n
81197;RF-TOUCH/BRW/BK/20/1890/L;bedding;4;y;y;y;y;y;y;y;y;n;n;y;y;y;y;y;y;y;y;y;y;y;y;n;n;n;n;n;n;n;n;y;n;n
81202;RF-TOUCH/BRW/BK/18/1892/L;bedding;3;y;y;y;y;y;y;n;n;n;n;y;y;y;y;y;y;y;y;y;y;y;y;n;n;n;n;n;n;n;n;y;n;n
81204;RF-TOUCH/BRW/BK/18/1891/L;bedding;3;n;n;y;y;y;y;y;y;n;n;y;y;y;y;y;y;y;y;y;y;y;y;n;n;n;n;n;n;n;n;y;n;n
81205;RF-TOUCH/BRW/BK/20/1895/L;bedding;4;y;y;y;y;y;y;y;y;n;n;y;y;y;y;y;y;y;y;y;y;y;y;n;n;n;n;n;n;n;n;y;n;n
81611;REMOTE CONTROL 2,4GHz ECO 2MOTORIG;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;n
81613;SET REMOTE CONTROL 2,4GHz ECO 2MOTORIG;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;n
81619;REMOTE CONTROL 2,4GHz ECO 1MOTORIG;bedding;1;y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;n
81620;SET REMOTE CONTROL 2,4GHz ECO 1MOTORIG;bedding;1;y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;n
82292;RF-TOUCH/BRW/BK/14/2006;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;y;y;n;n;y;y;y;y;y;y;n;n;n;n;n;n;n;n;y;n;n
82295;RF-TOUCH/BRW/BK/19/2004;bedding;4;y;y;y;y;y;y;y;y;n;n;y;y;y;y;y;n;y;y;y;y;y;y;n;n;n;n;n;n;n;n;y;n;n
82417;RF-TOPLINE SI/BK/BK/07;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
82418;RF-TOPLINE SI/BK/BK/11;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;y;y;n;n;y;n;n;y;n;y;n;n;n;n;n;n;n;n;y;n;n
82620;RF-TOPLINE BK/BK/BK/07/H;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
82634;RF-TOPLINE BK/BK/BK/11;bedding;3;y;y;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;y;n;y;y;n;n;n;n;n;n;n;n;y;n;n
82635;RF-TOPLINE BK/BK/BK/11/H;bedding;3;y;y;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;y;n;y;y;n;n;n;n;n;n;n;n;y;n;n
82755;RF-TOPLINE SI/BK/BK/03;bedding;1;y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
82757;RF-TOPLINE BK/BK/BK/07/L;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
82760;RF-TOPLINE BK/BK/BK/07/L;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
82764;RF-TOPLINE BK/BK/BK/07/L;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
82767;RF-TOPLINE BK/BK/BK/07/L;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
82770;RF-TOPLINE SI/BK/BK/07/L;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
82785;RF-TOPLINE BK/BK/BK/11;bedding;3;y;y;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;y;n;y;n;y;n;n;n;n;n;n;n;n;y;n;n
82786;RF-TOPLINE SI/BK/BK/11/L;bedding;3;y;y;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;y;n;y;n;y;n;n;n;n;n;n;n;n;y;n;n
82790;RF-TOPLINE BK/BK/BK/11;bedding;3;y;y;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;y;n;y;n;y;n;n;n;n;n;n;n;n;y;n;n
82794;RF-TOPLINE BK/BK/BK/11/L;bedding;4;y;y;y;y;y;y;y;y;n;n;y;y;n;n;n;n;n;y;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
82795;RF-TOPLINE BK/BK/BK/11/L;bedding;4;y;y;y;y;y;y;y;y;n;n;y;y;n;n;n;n;n;y;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
82796;RF-TOPLINE SI/BK/BK/11/L;bedding;4;y;y;y;y;y;y;y;y;n;n;y;y;n;n;n;n;n;y;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
82797;RF-TOPLINE BK/BK/BK/11/L;bedding;4;y;y;y;y;y;y;y;y;n;n;y;y;n;n;n;n;n;y;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
82799;RF-TOPLINE SI/BK/BK/11;bedding;4;y;y;y;y;y;y;y;y;n;n;y;y;n;n;n;n;n;y;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
83060;RF-TOUCH/BRW/BK/14/2182/L;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;y;y;n;n;y;y;y;y;y;y;n;n;n;n;n;n;n;n;y;n;n
83126;RF-TOUCH/BRW/BK/19/2114;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;y;y;y;n;y;y;y;y;y;y;y;y;y;y;n;n;n;n;y;n;n
83219;RF-TOUCH/BRW/BK/24/2068/-;bedding;4;y;y;y;y;y;y;y;y;n;n;n;y;y;y;y;n;y;y;y;y;y;y;y;y;y;y;n;n;n;n;y;n;n
83358;RF-TOPLINE BK/BK/BK/07;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
83462;SET RF-TOPLINE SI/BK/BK/07/M2/ST/DP2/LI/FL;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
83489;RF-TOPLINE SI/BK/BK/11/L;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
83603;SET HS-TOPLINE/D/BK/BK/BK/06 M2;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
84148;REMOTE CONTROL 2,4GHz ECO 2MOTORIG;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;n
84149;SET REMOTE CONTROL 2,4GHz ECO 2MOTORIG;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;n
84150;REMOTE CONTROL 2,4GHz ECO 2MOTORIG;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;n
84151;SET REMOTE CONTROL 2,4GHz ECO 2MOTORIG;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;n
84173;RF-TOUCH/BRW/BK/23/2126;bedding;4;y;y;y;y;y;y;y;y;n;n;y;y;y;y;y;n;y;y;y;y;y;y;y;y;y;y;n;n;n;n;y;n;n
84562;RF-ECO+/06/AL/BK/L;seating;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;n
84563;RF-ECO+/07/AL/BK/L;seating;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;n
84564;RF-ECO+/09/AL/BK/L;seating;3;y;y;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;n
84582;RF-ECO+/05/AL/BK/L;seating;1;y;y;n;n;n;n;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;n
84931;RF-TOPLINE/07/AL/BK/L;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
84963;RF-TOPLINE/07/BK/BK/L;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
85057;RF-TOPLINE/11/AL/BK/L;bedding;4;y;y;y;y;y;y;y;y;n;n;n;y;y;y;y;y;y;n;n;y;n;y;n;n;n;n;n;n;n;n;y;n;n
85058;RF-TOPLINE/11/AL/BK/L;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;y;y;n;n;y;n;n;y;n;y;n;n;n;n;n;n;n;n;y;n;n
85124;RF-LITE/06/BK/BK;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;n
85126;SET RF-LITE/06/BK/BK/M2/S/IP20;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;n;y;n;n
88875;RF-LITELINE/07/;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
88877;RF-LITELINE/07/;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
89137;RF-LITELINE/07/;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
89138;RF-LITELINE/07/;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
89139;RF-LITELINE/07/;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
89476;RF-TOPLINE/11/AL/BK;bedding;4;y;y;y;y;y;y;y;y;n;n;y;y;y;y;y;y;y;n;n;y;n;y;n;n;n;n;n;n;n;n;y;n;n
90167;RF1058;bedding;2;y;y;y;y;n;n;n;n;n;n;y;y;y;y;y;y;y;n;n;y;y;y;y;y;y;y;y;y;n;n;y;n;n
90269;RF-STYLE/07/WH/WH;bedding;2;n;n;y;y;y;y;n;n;n;n;n;y;y;y;y;y;y;y;n;y;n;y;n;n;n;n;n;n;n;n;y;n;n
90354;RF-STYLE/07/WH/WH;bedding;3;y;y;y;y;y;y;n;n;n;n;n;y;y;y;n;n;y;y;n;y;n;y;n;n;n;n;n;n;n;n;y;n;n
90658;RF-TOUCHLINE/15/BK/BK/KL;bedding;2;y;y;y;y;n;n;n;n;n;n;y;y;y;y;y;y;y;y;n;y;y;y;n;n;n;n;n;n;n;n;y;n;n
90675;RF-TOUCHLINE/15/AL/BK/KL;bedding;2;y;y;y;y;n;n;n;n;n;n;y;y;y;y;y;y;y;y;n;y;y;y;n;n;n;n;n;n;n;n;y;n;n
90678;RF-TOUCHLINE/19/AL/BK/KL;bedding;4;y;y;y;y;y;y;y;y;n;n;y;y;y;y;y;y;y;y;n;y;y;y;n;n;n;n;n;n;n;n;y;n;n
90679;RF-TOUCHLINE/19/BK/BK/KL;bedding;4;y;y;y;y;y;y;y;y;n;n;y;y;y;y;y;y;y;y;n;y;y;y;n;n;n;n;n;n;n;n;y;n;n
90916;RF-TOUCHLINE/21/AL/BK/KL;bedding;4;y;y;y;y;y;y;y;y;n;n;y;y;y;y;n;n;y;y;n;y;y;y;y;y;y;y;n;n;n;n;y;n;n
90918;RF-TOUCHLINE/21/AL/BK/KL;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;y;y;y;n;y;y;n;y;y;y;y;y;y;y;n;n;n;n;y;n;n
91244;RF-FLASHLINE/07/WH/GY;bedding;2;n;n;y;y;y;y;n;n;n;n;n;y;n;n;n;n;n;n;n;y;n;y;n;n;n;n;n;n;n;n;y;n;n
91246;RF-FLASHLINE/09/WH/GY;bedding;2;n;n;y;y;y;y;n;n;n;n;n;y;y;y;n;n;y;n;n;y;n;y;n;n;n;n;n;n;n;n;y;n;n
91914;RF-TOUCH/23/WH/BK/KL;bedding;4;y;y;y;y;y;y;y;y;n;n;y;y;y;y;y;n;y;y;y;y;y;y;y;y;y;y;n;n;n;n;y;n;n
92113;RF-STYLE/BK/BK/14/2009;bedding;2;n;n;y;y;y;y;n;n;n;n;n;y;y;y;y;y;y;y;n;y;n;y;n;n;n;n;n;n;n;n;y;n;n
92461;RF-TOPLINE SI/BK/BK/07;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
92535;RF-LITELINE/07/;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
92591;RF-FLASHLINE/09/WH/GY;bedding;2;n;n;y;y;y;y;n;n;n;n;n;y;y;y;n;n;y;n;n;y;n;y;n;n;n;n;n;n;n;n;y;n;n
93300;RF-STYLE/07/WH/WH;bedding;2;n;n;y;y;y;y;n;n;n;n;n;y;y;y;y;y;y;y;n;y;n;y;n;n;n;n;n;n;n;n;y;n;n
90167;RF1058;bedding;2;y;y;y;y;n;n;n;n;n;n;y;y;y;y;y;y;y;n;n;y;y;y;y;y;y;y;y;y;n;n;y;n;n
93025;RF-STYLE/07/WH/WH;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
93305;RF-TOPLINE SI/BK/BK/07;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;n;n;n;n;n;n;n;n;n;y;n;n;n;n;n;n;n;n;y;n;n
93306;RF-TOPLINE SI/BK/BK/11;bedding;2;n;n;y;y;y;y;n;n;n;n;y;y;y;y;n;n;y;n;n;y;n;y;n;n;n;n;n;n;n;n;y;n;n
